"Name","Team","W","L","ERA","G","GS","CG","ShO","SV","BS","IP","TBF","H","R","ER","HR","BB","IBB","HBP","WP","SO","WHIP","playerid"
"Eric Yardley","MIL","0","0","7.07","13","0","0","0","0","1","14.0","67","19","11","11","2","7","2","2","1","4","1.86","15538"
"Angel Perdomo","MIL","1","0","7.11","13","0","0","0","0","0","12.2","58","8","10","10","3","12","1","2","1","19","1.58","17759"
"Sam Hentges","CLE","1","1","7.15","8","4","0","0","0","0","22.2","112","32","19","18","5","15","0","0","6","24","2.07","18548"
"Cody Ponce","PIT","0","1","7.20","1","1","0","0","0","0","5.0","23","9","4","4","2","1","0","0","0","2","2.00","17920"
"Jose Quintana","LAA","0","3","7.22","9","9","0","0","0","0","33.2","166","39","31","27","5","26","0","0","4","50","1.93","11423"
"Luis Castillo","CIN","1","8","7.22","11","11","0","0","0","0","52.1","249","70","50","42","8","23","2","3","1","48","1.78","15689"
"Wil Crowe","PIT","0","4","7.26","8","7","0","0","0","0","31.0","145","38","25","25","7","17","0","2","3","28","1.77","19800"
"Brandon Kintzler","PHI","2","1","7.27","19","0","0","0","0","2","17.1","82","27","15","14","5","4","2","1","0","14","1.79","9939"
"Chase Anderson","PHI","2","4","7.34","11","8","0","0","0","0","38.0","176","44","31","31","7","17","1","3","0","29","1.61","6895"
"Matt Moore","PHI","0","1","7.36","9","3","0","0","0","0","18.1","89","24","17","15","5","11","1","0","1","17","1.91","1890"
"Daniel Zamora","SEA","2","0","7.36","3","0","0","0","0","0","3.2","16","5","4","3","1","0","0","0","0","3","1.36","17811"
"Jimmy Lambert","CHW","0","1","7.36","1","1","0","0","0","0","3.2","19","7","3","3","1","1","0","0","0","4","2.18","19541"
"Mac Sceroler","BAL","0","0","7.36","2","0","0","0","0","0","3.2","21","5","3","3","2","3","0","1","1","6","2.18","22218"
"Alex Lange","DET","0","1","7.43","15","0","0","0","0","1","13.1","63","19","13","11","5","4","0","0","5","16","1.73","19883"
"Joe Kelly","LAD","1","0","7.56","9","0","0","0","0","1","8.1","38","10","7","7","2","2","0","0","0","9","1.44","9761"
"Camilo Doval","SFG","1","1","7.59","13","0","0","0","0","3","10.2","50","11","10","9","4","6","2","1","2","13","1.59","21992"
