Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Mitch Haniger","SFG",61,211,229,44,24,13,1,6,27,28,15,0,65,2,1,0,7,1,0,0.208530805,"Mitch Haniger",14274,571745
"Jose Herrera","ARI",43,101,120,21,16,5,0,0,15,7,13,0,30,0,1,5,2,1,0,0.207920792,"Jose Herrera",17040,645444
"Jordan Luplow","- - -",39,77,90,16,11,3,0,2,11,5,12,1,27,1,0,0,1,2,0,0.207792207,"Jordan Luplow",16424,656669
"Austin Wynns","- - -",51,130,145,27,20,6,0,1,11,10,9,0,39,2,1,3,4,1,0,0.207692307,"Austin Wynns",15271,642851
"Trey Cabbage","LAA",22,53,56,11,7,3,0,1,5,7,2,0,26,0,1,0,1,1,1,0.207547169,"Trey Cabbage",21078,663550
"Byron Buxton","MIN",85,304,347,63,28,17,1,17,49,42,35,2,109,4,4,0,3,9,0,0.207236842,"Byron Buxton",14161,621439
"Paul DeJong","- - -",112,372,400,77,50,13,0,14,41,38,21,0,121,5,2,0,10,4,4,0.206989247,"Paul DeJong",18015,657557
"Dylan Moore","SEA",67,145,165,30,13,9,1,7,18,19,16,0,56,4,0,0,1,7,3,0.206896551,"Dylan Moore",18042,664238
"Carter Kieboom","WSN",27,87,94,18,12,2,0,4,12,11,6,0,27,1,0,0,2,0,0,0.206896551,"Carter Kieboom",19958,666198
"Jo Adell","LAA",17,58,62,12,5,3,1,3,7,6,4,0,25,0,0,0,1,1,0,0.206896551,"Jo Adell",20220,666176
"Joey Bart","SFG",30,87,95,18,13,5,0,0,9,5,3,0,23,4,1,0,0,0,0,0.206896551,"Joey Bart",21524,663698
"Carson Kelly","- - -",52,136,151,28,21,5,0,2,13,13,14,0,40,0,1,0,2,1,0,0.205882352,"Carson Kelly",13620,608348
"Casey Schmitt","SFG",90,253,277,52,32,15,0,5,28,30,13,0,65,5,3,3,7,2,1,0.205533596,"Casey Schmitt",27577,669477
"Mike Brosseau","MIL",29,73,78,15,9,2,0,4,4,8,4,0,20,1,0,0,2,0,0,0.205479452,"Mike Brosseau",19683,670712
"Shea Langeliers","OAK",135,448,490,92,47,19,4,22,52,63,34,2,143,5,2,1,10,3,2,0.205357142,"Shea Langeliers",25816,669127
"Patrick Wisdom","CHC",97,268,302,55,23,8,1,23,43,46,30,0,111,2,1,1,4,4,2,0.20522388,"Patrick Wisdom",13602,621550
"Joey Wiemer","MIL",132,367,410,75,43,19,0,13,48,42,36,0,116,5,2,0,4,11,4,0.204359673,"Joey Wiemer",27690,686894
"Bobby Dalbec","BOS",21,49,53,10,7,2,0,1,6,1,4,0,28,0,0,0,0,1,0,0.204081632,"Bobby Dalbec",19966,666915
"Carlos Pérez","CHW",27,49,53,10,5,4,0,1,5,3,4,0,11,0,0,0,2,0,0,0.204081632,"Carlos Perez",20805,656024
"Nick Fortes","MIA",108,294,323,60,44,10,0,6,33,26,17,0,59,7,2,3,12,4,2,0.204081632,"Nick Fortes",21538,663743
"Josh Harrison","PHI",41,103,114,21,16,3,0,2,8,10,3,0,20,6,2,0,2,0,0,0.203883495,"Josh Harrison",8202,543281
"Zack Short","DET",112,221,253,45,29,9,0,7,17,33,28,0,66,0,1,3,3,5,0,0.203619909,"Zack Short",19562,670097
"Garrett Stubbs","PHI",41,113,125,23,17,4,1,1,15,12,9,0,29,2,0,1,0,2,0,0.203539823,"Garrett Stubbs",18067,596117
"Brenton Doyle","COL",126,399,431,81,50,16,5,10,48,48,22,0,151,4,3,3,9,22,5,0.203007518,"Brenton Doyle",25479,686668
"Rougned Odor","SDP",59,138,157,28,15,9,0,4,21,18,17,0,37,2,0,0,2,2,1,0.20289855,"Rougned Odor",12282,596059
"Gavin Sheets","CHW",118,311,344,63,43,10,0,10,24,43,28,2,66,1,4,0,6,1,0,0.202572347,"Gavin Sheets",19901,657757
"Trevor Story","BOS",43,158,168,32,20,9,0,3,12,14,9,0,55,1,0,0,2,10,3,0.202531645,"Trevor Story",12564,596115
"Brandon Dixon","SDP",33,79,86,16,10,4,0,2,10,9,1,0,31,4,2,0,1,1,0,0.202531645,"Brandon Dixon",15214,641525
"Jake Bauers","NYY",84,242,272,49,22,15,0,12,28,30,27,0,95,0,3,0,3,3,2,0.202479338,"Jake Bauers",15194,641343
"Joey Votto","CIN",65,208,242,42,22,6,0,14,26,38,27,0,62,7,0,0,2,0,0,0.201923076,"Joey Votto",4314,458015
"Tucker Barnhart","CHC",47,109,123,22,18,3,0,1,6,9,12,0,42,1,1,0,4,1,0,0.201834862,"Tucker Barnhart",10200,571466
"Taylor Walls","TBR",99,303,349,61,39,12,2,8,50,36,44,0,92,1,0,1,1,22,1,0.201320132,"Taylor Walls",22458,670764
"Lenyn Sosa","CHW",52,164,173,33,21,6,0,6,12,14,5,1,40,0,1,3,3,0,1,0.201219512,"Lenyn Sosa",22896,672820
"Eric Haase","- - -",89,274,293,55,42,8,1,4,22,26,17,1,81,0,1,1,11,4,1,0.200729927,"Eric Haase",14111,606992
"Ben Gamel","SDP",6,15,15,3,2,1,0,0,2,2,0,0,2,0,0,0,0,0,0,0.2,"Ben Gamel",12160,592325
"Matt Reynolds","CIN",2,5,5,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.2,"Matt Reynolds",13788,608703
"Tyler Nevin","DET",41,95,111,19,13,3,1,2,11,10,12,0,25,3,1,0,1,0,1,0.2,"Tyler Nevin",17893,663527
"Jahmai Jones","MIL",7,10,11,2,1,1,0,0,2,3,1,0,5,0,0,0,0,1,0,0.2,"Jahmai Jones",18872,663330
"Alex Call","WSN",128,375,439,75,52,14,1,8,43,38,53,0,78,6,2,3,1,9,8,0.2,"Alex Call",19296,669743
"Samad Taylor","KCR",31,60,69,12,9,2,1,0,11,4,7,0,22,0,1,1,1,8,0,0.2,"Samad Taylor",22274,669392
"Grae Kessinger","HOU",26,40,45,8,5,2,0,1,3,1,5,0,12,0,0,0,0,0,1,0.2,"Grae Kessinger",25813,666197
"Hunter Goodman","COL",23,70,77,14,6,4,3,1,6,17,5,0,24,0,2,0,2,1,0,0.2,"Hunter Goodman",29715,696100
"Jesse Winker","MIL",61,166,197,33,27,5,0,1,16,23,26,0,51,4,1,0,0,0,0,0.19879518,"Jesse Winker",13590,608385
"Trent Grisham","SDP",153,469,555,93,48,31,1,13,67,50,75,0,154,5,1,4,7,15,3,0.198294243,"Trent Grisham",18564,663757
"Alika Williams","PIT",46,101,112,20,15,5,0,0,7,6,9,0,35,1,0,1,2,0,0,0.198019801,"Alika Williams",27604,675961
"Chad Wallach","LAA",65,157,172,31,18,5,1,7,18,15,13,0,57,0,0,2,5,0,1,0.197452229,"Chad Wallach",17161,595453
"Clint Frazier","CHW",33,66,76,13,11,1,1,0,10,3,10,0,23,0,0,0,0,4,2,0.196969696,"Clint Frazier",15983,640449
"Kyle Schwarber","PHI",160,585,720,115,48,19,1,47,108,104,126,5,215,6,3,0,4,0,2,0.196581196,"Kyle Schwarber",16478,656941
"Miguel Vargas","LAD",81,256,304,50,24,15,4,7,36,32,38,1,61,4,4,1,1,3,2,0.1953125,"Miguel Vargas",20178,678246
"JJ Bleday","OAK",82,256,303,50,29,11,0,10,35,27,42,0,72,2,3,0,3,5,1,0.1953125,"JJ Bleday",26368,668709
"Luis Urías","- - -",52,144,177,28,19,6,0,3,18,18,21,0,41,10,0,0,4,0,0,0.194444444,"Luis Urias",16622,649966
"Brandon Crawford","SFG",94,283,320,55,36,11,1,7,31,38,28,1,81,4,4,1,5,3,0,0.194346289,"Brandon Crawford",5343,543063
"Logan Porter","KCR",11,31,38,6,4,1,0,1,4,3,5,0,11,1,0,1,2,0,0,0.193548387,"Logan Porter",20626,682515
"Romy Gonzalez","CHW",44,93,97,18,9,4,2,3,11,14,2,0,36,0,1,1,0,7,0,0.193548387,"Romy Gonzalez",21562,663853
"Nathan Lukes","TOR",29,26,31,5,3,1,1,0,4,2,4,0,9,0,1,0,1,0,0,0.192307692,"Nathan Lukes",18123,664770
"Giancarlo Stanton","NYY",101,371,415,71,34,13,0,24,43,60,41,3,124,2,1,0,11,0,0,0.191374663,"Giancarlo Stanton",4949,519317
"Jacob Stallings","MIA",89,241,276,46,29,14,0,3,22,20,27,0,67,3,2,3,9,0,0,0.190871369,"Jacob Stallings",13723,607732
"Oswald Peraza","NYY",52,173,191,33,23,8,0,2,15,14,13,0,50,5,0,0,1,4,3,0.190751445,"Oswald Peraza",22823,672724
"Martín Maldonado","HOU",117,362,407,69,42,12,0,15,33,36,30,0,139,3,0,12,10,0,0,0.190607734,"Martin Maldonado",6887,455117
"Tommy La Stella","SEA",12,21,24,4,3,1,0,0,2,2,3,0,5,0,0,0,0,0,0,0.19047619,"Tommy La Stella",12371,600303
"Andrew Stevenson","MIN",25,37,40,7,6,1,0,0,4,1,2,0,8,1,0,0,0,4,1,0.189189189,"Andrew Stevenson",17932,664057
"Wil Myers","CIN",37,127,141,24,18,3,0,3,11,12,12,0,48,0,1,1,3,2,1,0.188976377,"Wil Myers",10047,571976
"Pavin Smith","ARI",69,191,228,36,24,5,0,7,26,30,35,0,45,1,0,0,3,1,1,0.188481675,"Pavin Smith",19892,656976
"Franchy Cordero","NYY",24,69,71,13,5,2,0,6,9,13,2,0,25,0,0,0,0,0,0,0.188405797,"Franchy Cordero",14567,614173
"Franmil Reyes","KCR",19,59,65,11,9,0,0,2,5,7,4,0,24,0,2,0,3,0,0,0.186440677,"Franmil Reyes",14566,614177
"Jared Young","CHC",16,43,47,8,3,0,3,2,8,8,3,0,13,1,0,0,1,2,0,0.186046511,"Jared Young",20404,676724
"Avisaíl García","MIA",37,108,118,20,13,3,1,3,8,12,6,1,39,2,0,0,1,2,0,0.185185185,"Avisail Garcia",5760,541645
"Kevin Smith","OAK",49,135,146,25,16,4,0,5,15,11,5,0,51,1,0,5,3,1,0,0.185185185,"Kevin Smith",20242,675656
"Danny Mendick","NYM",35,65,69,12,8,3,0,1,4,4,4,0,15,0,0,0,1,1,0,0.184615384,"Danny Mendick",18889,664901
"Josh H. Smith","TEX",90,195,232,36,21,8,1,6,29,15,25,0,55,9,1,2,3,1,0,0.184615384,"Josh H. Smith",26396,669701
"Coco Montes","COL",18,38,41,7,4,2,0,1,3,3,2,0,12,1,0,0,0,0,0,0.184210526,"Coco Montes",21547,663796
"Austin Hedges","- - -",82,185,212,34,28,5,0,1,14,16,11,0,47,2,3,10,7,1,0,0.183783783,"Austin Hedges",12976,595978
"Juan Yepez","STL",28,60,65,11,8,1,0,2,5,2,4,0,20,1,0,0,0,0,1,0.183333333,"Juan Yepez",18400,660766
"Kolten Wong","- - -",87,224,250,41,31,6,0,4,25,27,18,0,53,5,3,0,1,3,2,0.183035714,"Kolten Wong",12532,543939
"Hunter Dozier","KCR",29,82,91,15,10,2,1,2,8,9,8,0,29,0,1,0,0,2,0,0.182926829,"Hunter Dozier",15117,641531
"Anthony Bemboom","BAL",6,11,13,2,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0.181818181,"Anthony Bemboom",13854,621532
"Josh Lester","BAL",11,22,23,4,4,0,0,0,0,4,1,0,7,0,0,0,1,0,0,0.181818181,"Josh Lester",17737,623507
"Peyton Burdick","MIA",14,33,37,6,3,2,0,1,4,2,3,0,18,1,0,0,0,1,0,0.181818181,"Peyton Burdick",25459,680814
"Austin Barnes","LAD",59,178,200,32,25,5,0,2,15,11,17,0,43,2,2,1,7,2,1,0.17977528,"Austin Barnes",12158,605131
"Kyle Garlick","MIN",14,28,30,5,2,1,0,2,2,4,2,0,11,0,0,0,0,0,0,0.178571428,"Kyle Garlick",18063,664247
"Heliot Ramos","SFG",25,56,60,10,5,4,0,1,5,2,4,0,20,0,0,0,1,0,0,0.178571428,"Heliot Ramos",22515,671218
"Mike Zunino","CLE",42,124,140,22,12,7,0,3,11,11,15,0,61,1,0,0,3,0,0,0.177419354,"Mike Zunino",13265,572287
"Joey Gallo","MIN",111,282,332,50,19,9,1,21,39,40,48,1,142,2,0,0,3,1,1,0.177304964,"Joey Gallo",14128,608336
"Nick Gordon","MIN",34,91,93,16,8,5,1,2,13,7,1,0,11,0,0,1,1,0,0,0.175824175,"Nick Gordon",16337,624503
"Matt Carpenter","SDP",76,188,237,33,16,12,0,5,18,31,41,0,67,2,5,0,2,1,0,0.175531914,"Matt Carpenter",8090,572761
"Curt Casali","CIN",40,80,96,14,12,2,0,0,8,6,11,0,23,2,0,3,1,0,0,0.175,"Curt Casali",12510,592200
"Brett Wisely","SFG",51,120,131,21,14,5,0,2,10,8,9,0,40,0,1,1,2,2,1,0.175,"Brett Wisely",27735,689172
"Brett Phillips","LAA",40,63,71,11,7,1,0,3,9,6,8,0,36,0,0,0,0,3,1,0.174603174,"Brett Phillips",14735,621433
"Andrew Velazquez","LAA",54,81,94,14,9,3,0,2,12,3,10,0,30,0,0,3,1,13,3,0.172839506,"Andrew Velazquez",14196,623205
"Nick Maton","DET",93,249,293,43,26,9,0,8,29,32,38,1,73,3,2,1,4,1,2,0.172690763,"Nick Maton",21635,665155
"Masyn Winn","STL",37,122,137,21,17,2,0,2,8,12,10,0,26,0,3,2,1,2,1,0.172131147,"Masyn Winn",27479,691026
"Seby Zavala","- - -",73,175,193,30,19,4,0,7,17,18,12,0,70,2,2,2,4,1,0,0.171428571,"Seby Zavala",18887,664874
"Blake Rutherford","WSN",16,35,36,6,6,0,0,0,4,2,1,0,10,0,0,0,1,0,0,0.171428571,"Blake Rutherford",19957,666164
"Taylor Motter","STL",29,76,82,13,10,3,0,0,3,2,5,0,31,1,0,0,0,0,0,0.171052631,"Taylor Motter",12399,600301
"Vidal Bruján","TBR",37,76,84,13,11,2,0,0,14,6,5,0,21,2,0,1,1,3,2,0.171052631,"Vidal Brujan",20536,660644
"TJ Hopkins","CIN",25,41,44,7,7,0,0,0,7,1,2,0,17,1,0,0,1,1,0,0.170731707,"TJ Hopkins",25482,686759
"Jonah Bride","OAK",40,88,106,15,12,3,0,0,9,7,11,0,22,4,2,1,3,0,1,0.170454545,"Jonah Bride",24703,681146
