Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Enrique Hernández","BOS",93,361,402,80,50,24,0,6,48,45,34,0,71,3,4,0,11,0,2,0.221606648,"Enrique Hernandez",10472,571771
"Franmil Reyes","- - -",118,438,473,97,64,17,2,14,43,47,30,0,157,2,3,0,12,2,1,0.221461187,"Franmil Reyes",14566,614177
"Chris Taylor","LAD",118,402,454,89,51,25,3,10,45,43,44,2,160,5,3,0,4,10,1,0.221393034,"Chris Taylor",13757,621035
"Brandon Lowe","TBR",65,235,266,52,32,10,2,8,31,25,27,0,61,3,1,0,1,1,0,0.221276595,"Brandon Lowe",18882,664040
"Luke Maile","CLE",76,181,206,40,27,10,0,3,19,17,19,0,54,3,3,0,6,0,0,0.220994475,"Luke Maile",13355,571912
"Josh Lowe","TBR",52,181,198,40,24,12,2,2,24,13,15,1,66,1,0,1,1,3,0,0.220994475,"Josh Lowe",19953,666139
"Jorge Mateo","BAL",150,494,533,109,64,25,7,13,63,50,27,0,147,5,2,3,8,35,9,0.220647773,"Jorge Mateo",17273,622761
"Tucker Barnhart","DET",94,281,308,62,51,10,0,1,16,16,25,0,74,1,0,1,7,0,0,0.220640569,"Tucker Barnhart",10200,571466
"Jarren Duran","BOS",58,204,223,45,25,14,3,3,23,17,14,0,63,4,1,0,1,7,1,0.220588235,"Jarren Duran",24617,680776
"Myles Straw","CLE",152,535,596,118,93,22,3,0,72,32,54,0,87,1,4,2,4,21,1,0.220560747,"Myles Straw",17620,664702
"Pavin Smith","ARI",75,245,277,54,36,9,0,9,24,33,28,1,67,1,3,0,2,1,0,0.220408163,"Pavin Smith",19892,656976
"Kevin Plawecki","- - -",64,168,186,37,28,8,0,1,15,13,14,0,32,2,1,1,6,0,0,0.220238095,"Kevin Plawecki",13807,608700
"Vimael Machín","OAK",73,223,253,49,36,12,0,1,26,13,25,0,47,2,3,0,6,1,1,0.219730941,"Vimael Machin",17684,605353
"Sergio Alcántara","- - -",93,205,224,45,30,8,1,6,26,29,12,0,57,1,4,2,6,1,2,0.219512195,"Sergio Alcantara",16417,642727
"Jesse Winker","SEA",136,456,547,100,71,15,0,14,51,53,84,1,103,4,3,0,8,0,0,0.219298245,"Jesse Winker",13590,608385
"Rowdy Tellez","MIL",153,529,599,116,58,23,0,35,67,89,62,9,121,5,3,0,20,2,1,0.219281663,"Rowdy Tellez",15679,642133
"Franchy Cordero","BOS",84,242,275,53,27,17,1,8,36,29,28,1,92,1,2,2,1,4,1,0.219008264,"Franchy Cordero",14567,614173
"Daz Cameron","DET",21,64,70,14,9,3,1,1,6,8,5,0,20,1,0,0,1,2,0,0.21875,"Daz Cameron",18353,663662
"Andy Ibáñez","TEX",40,119,128,26,21,4,0,1,13,9,9,0,21,0,0,0,0,3,0,0.218487394,"Andy Ibanez",18819,628451
"Kyle Schwarber","PHI",155,577,669,126,56,21,3,46,100,94,86,3,200,4,2,0,10,10,1,0.218370883,"Kyle Schwarber",16478,656941
"Shea Langeliers","OAK",40,142,153,31,14,10,1,6,14,22,9,0,53,0,2,0,4,0,0,0.218309859,"Shea Langeliers",25816,669127
"Alcides Escobar","WSN",42,124,131,27,21,4,2,0,12,8,5,0,32,2,0,0,1,1,1,0.217741935,"Alcides Escobar",6310,444876
"Tyler Wade","LAA",67,147,163,32,26,5,0,1,22,8,10,0,33,1,0,5,3,8,5,0.217687074,"Tyler Wade",15730,642180
"Matt Thaiss","LAA",29,69,81,15,12,1,0,2,9,8,11,1,24,0,1,0,2,1,0,0.217391304,"Matt Thaiss",19318,642136
"MJ Melendez","KCR",129,460,534,100,58,21,3,18,57,62,66,1,131,1,7,0,2,2,3,0.217391304,"MJ Melendez",22197,669004
"Buddy Kennedy","ARI",30,83,94,18,13,2,2,1,10,12,8,0,23,1,2,0,1,0,0,0.216867469,"Buddy Kennedy",22505,671083
"Jeimer Candelario","DET",124,429,467,93,59,19,2,13,49,50,28,1,109,6,4,0,9,0,1,0.216783216,"Jeimer Candelario",13621,600869
"Tyler Heineman","- - -",62,157,174,34,26,8,0,0,16,9,8,0,17,5,0,4,3,1,0,0.216560509,"Tyler Heineman",13897,623168
"Jake Lamb","- - -",41,97,111,21,11,6,1,3,13,6,11,0,38,3,0,0,4,0,1,0.216494845,"Jake Lamb",13329,571875
"Clint Frazier","CHC",19,37,45,8,5,3,0,0,4,1,7,0,11,1,0,0,1,1,0,0.216216216,"Clint Frazier",15983,640449
"Michael Toglia","COL",31,111,120,24,12,8,2,2,10,12,9,0,44,0,0,0,2,1,1,0.216216216,"Michael Toglia",25845,669911
"Aaron Hicks","NYY",130,384,453,83,64,9,2,8,54,40,62,3,109,4,2,1,10,10,3,0.216145833,"Aaron Hicks",5297,543305
"Hoy Park","PIT",23,51,60,11,7,2,0,2,7,6,4,0,15,1,2,2,0,1,0,0.215686274,"Hoy Park",18027,660829
"Andrew Knizner","STL",97,260,293,56,42,10,0,4,28,25,26,0,62,6,0,1,9,0,1,0.215384615,"Andrew Knizner",19514,668800
"Roman Quinn","- - -",44,79,87,17,12,3,2,0,15,7,7,0,36,1,0,0,0,4,3,0.215189873,"Roman Quinn",13546,596451
"Jared Walsh","LAA",118,423,454,91,56,18,2,15,41,44,27,4,138,4,0,0,6,2,1,0.215130023,"Jared Walsh",18607,665120
"Joey Bart","SFG",97,261,291,56,39,6,0,11,34,25,26,0,112,4,0,0,5,2,1,0.214559386,"Joey Bart",21524,663698
"Bobby Dalbec","BOS",117,317,353,68,45,9,2,12,40,39,29,0,118,3,4,0,5,3,0,0.214511041,"Bobby Dalbec",19966,666915
"Mike Yastrzemski","SFG",148,485,558,104,54,31,2,17,73,57,61,0,141,5,6,1,3,5,1,0.214432989,"Mike Yastrzemski",14854,573262
"Mike Moustakas","CIN",78,252,285,54,35,12,0,7,30,25,24,0,75,6,3,0,8,2,0,0.214285714,"Mike Moustakas",4892,519058
"Cam Gallagher","KCR",18,42,47,9,4,5,0,0,1,5,3,0,13,0,0,2,0,0,0,0.214285714,"Cam Gallagher",12981,595956
"Brandon Dixon","SDP",5,14,14,3,2,1,0,0,1,1,0,0,5,0,0,0,1,0,0,0.214285714,"Brandon Dixon",15214,641525
"Jesús Sánchez","MIA",98,313,343,67,37,14,3,13,38,36,26,0,92,3,1,0,7,1,0,0.214057507,"Jesus Sanchez",19913,660821
"Sheldon Neuse","OAK",89,271,293,58,48,4,2,4,25,26,20,0,80,2,0,0,5,6,1,0.21402214,"Sheldon Neuse",19635,641914
"Mauricio Dubón","- - -",104,243,265,52,38,9,0,5,31,24,13,0,30,1,5,3,7,2,3,0.213991769,"Mauricio Dubon",16530,643289
"Yadier Molina","STL",80,262,270,56,43,8,0,5,19,24,5,0,40,2,1,0,10,2,0,0.213740458,"Yadier Molina",7007,425877
"Travis Demeritte","ATL",26,89,96,19,14,2,0,3,9,6,6,0,32,0,1,0,2,0,0,0.213483146,"Travis Demeritte",15958,641513
"Jake Cave","MIN",54,164,177,35,20,7,3,5,17,20,11,0,49,0,2,0,2,2,0,0.213414634,"Jake Cave",14477,595909
"Aramis Garcia","CIN",47,108,115,23,20,2,0,1,6,4,3,0,34,2,0,2,4,0,1,0.212962962,"Aramis Garcia",16925,605244
"Jason Delay","PIT",57,155,167,33,26,6,0,1,17,11,9,0,50,2,0,1,4,0,2,0.212903225,"Jason Delay",19806,641511
"Joshua Palacios","WSN",29,47,49,10,8,2,0,0,8,2,1,0,15,1,0,0,0,1,0,0.212765957,"Joshua Palacios",19818,641943
"Jose Siri","- - -",104,301,325,64,42,13,2,7,53,24,20,0,108,3,1,0,3,14,2,0.212624584,"Jose Siri",17452,642350
"Brandon Belt","SFG",78,254,298,54,36,9,1,8,25,23,37,2,81,6,1,0,9,1,0,0.212598425,"Brandon Belt",10264,474832
"Adam Duvall","ATL",86,287,315,61,32,16,1,12,39,36,21,0,101,5,2,0,2,0,2,0.212543554,"Adam Duvall",10950,594807
"René Pinto","TBR",25,80,83,17,12,3,0,2,5,10,2,0,35,1,0,0,3,0,0,0.2125,"Rene Pinto",19859,650907
"Austin Barnes","LAD",62,179,212,38,24,6,0,8,31,26,27,0,37,3,1,2,5,2,1,0.212290502,"Austin Barnes",12158,605131
"Ezequiel Tovar","COL",9,33,35,7,5,1,0,1,2,2,2,0,9,0,0,0,0,0,0,0.212121212,"Ezequiel Tovar",24064,678662
"Eddie Rosario","ATL",80,250,270,53,35,12,1,5,27,24,17,0,68,0,3,0,3,3,0,0.212,"Eddie Rosario",12155,592696
"Brad Miller","TEX",81,222,241,47,37,3,0,7,20,32,18,0,70,0,1,0,3,4,2,0.211711711,"Brad Miller",12775,543543
"Yoán Moncada","CHW",104,397,433,84,53,18,1,12,41,51,32,2,114,2,1,1,5,2,0,0.211586901,"Yoan Moncada",17232,660162
"Carson Kelly","ARI",104,317,354,67,42,18,0,7,40,35,29,0,71,4,4,0,10,2,0,0.211356466,"Carson Kelly",13620,608348
"Giancarlo Stanton","NYY",110,398,452,84,46,7,0,31,53,78,50,2,137,0,3,0,8,0,0,0.211055276,"Giancarlo Stanton",4949,519317
"Garrett Hampson","COL",90,199,226,42,30,7,3,2,29,15,21,0,63,1,2,3,3,12,2,0.211055276,"Garrett Hampson",19262,641658
"Colin Moran","CIN",42,109,128,23,15,3,0,5,11,23,16,0,30,0,3,0,4,0,0,0.211009174,"Colin Moran",16909,592567
"Ramón Laureano","OAK",94,346,383,73,42,18,0,13,49,34,25,0,104,12,0,0,6,11,6,0.210982658,"Ramon Laureano",17128,657656
"Kyle Isbel","KCR",106,256,278,54,35,10,4,5,32,28,16,0,75,3,2,1,5,9,6,0.2109375,"Kyle Isbel",21614,664728
"Cal Raleigh","SEA",119,370,415,78,30,20,1,27,46,63,38,0,122,2,5,0,5,1,0,0.21081081,"Cal Raleigh",21534,663728
"Yairo Muñoz","PHI",29,57,60,12,7,2,0,3,7,7,3,0,10,0,0,0,0,1,0,0.210526315,"Yairo Munoz",16313,622168
"Spencer Steer","CIN",28,95,108,20,13,5,0,2,12,8,11,0,26,2,0,0,2,0,1,0.210526315,"Spencer Steer",26323,668715
"Cody Bellinger","LAD",144,504,550,106,57,27,3,19,70,68,38,0,150,2,6,0,7,14,3,0.21031746,"Cody Bellinger",15998,641355
"Didi Gregorius","PHI",63,214,232,45,31,9,4,1,17,19,13,0,36,3,2,0,0,1,0,0.210280373,"Didi Gregorius",6012,544369
"Leury García","CHW",97,300,315,63,52,8,0,3,38,20,7,0,65,3,3,2,6,2,0,0.21,"Leury Garcia",5913,544725
"Robbie Grossman","- - -",129,411,477,86,59,19,1,7,40,45,56,0,129,6,4,0,3,6,2,0.209245742,"Robbie Grossman",5254,543257
"J.J. Matijevic","HOU",32,67,71,14,10,2,0,2,7,5,2,0,25,2,0,0,1,1,0,0.208955223,"J.J. Matijevic",20165,656695
"Yu Chang","- - -",69,168,190,35,25,6,0,4,19,15,16,0,59,4,2,0,5,0,1,0.208333333,"Yu Chang",14773,644374
"Jonathan Villar","- - -",59,202,220,42,31,6,2,3,25,18,15,0,59,0,2,1,4,7,0,0.207920792,"Jonathan Villar",10071,542340
"Ryan Jeffers","MIN",67,212,236,44,26,10,1,7,25,27,23,0,62,0,0,1,6,0,0,0.207547169,"Ryan Jeffers",24618,680777
"Mitch Garver","TEX",54,188,215,39,22,7,0,10,23,24,23,0,53,2,2,0,3,1,1,0.207446808,"Mitch Garver",15161,641598
"Jorge Soler","MIA",72,270,306,56,30,13,0,13,32,34,31,1,90,3,1,0,9,0,2,0.207407407,"Jorge Soler",14221,624585
"LaMonte Wade Jr.","SFG",77,217,251,45,29,7,1,8,29,26,26,0,51,5,1,2,0,1,0,0.207373271,"LaMonte Wade Jr.",18126,664774
"Nick Allen","OAK",100,299,326,62,45,13,0,4,31,19,19,0,64,1,1,6,5,3,2,0.207357859,"Nick Allen",22277,669397
"Nick Solak","TEX",35,82,95,17,13,1,0,3,14,4,7,0,19,5,0,1,1,3,2,0.207317073,"Nick Solak",19294,669256
"Dérmis Garcia","OAK",39,116,125,24,13,6,0,5,13,20,8,0,55,1,0,0,1,0,0,0.206896551,"Dermis Garcia",20926,660650
"Patrick Wisdom","CHC",134,469,534,97,44,28,0,25,67,66,53,1,183,9,2,1,8,8,4,0.206823027,"Patrick Wisdom",13602,621550
"Óscar Mercado","- - -",55,121,128,25,14,6,1,4,17,16,5,0,29,1,1,0,4,2,2,0.20661157,"Oscar Mercado",16375,640458
"Rougned Odor","BAL",135,426,472,88,53,19,3,13,49,53,32,1,109,10,4,0,9,6,1,0.206572769,"Rougned Odor",12282,596059
"Peyton Burdick","MIA",32,92,102,19,11,4,0,4,8,11,8,0,35,2,0,0,1,1,0,0.206521739,"Peyton Burdick",25459,680814
"Tucupita Marcano","PIT",49,160,177,33,23,6,2,2,18,13,10,0,44,1,1,5,1,2,1,0.20625,"Tucupita Marcano",22871,672779
"Omar Narváez","MIL",84,262,296,54,37,12,1,4,21,23,29,1,57,3,1,1,4,0,0,0.20610687,"Omar Narvaez",13338,553882
"Mike Ford","- - -",50,131,149,27,19,5,0,3,9,10,17,0,40,1,0,0,1,0,0,0.20610687,"Mike Ford",15585,645801
"Diego Castillo","PIT",96,262,283,54,30,13,0,11,28,29,14,1,75,3,4,0,7,1,1,0.20610687,"Diego Castillo",19906,660636
"Isaac Paredes","TBR",111,331,381,68,32,16,0,20,48,45,44,0,67,4,2,0,12,0,1,0.205438066,"Isaac Paredes",20036,670623
"Nelson Velázquez","CHC",77,185,206,38,22,7,3,6,20,26,19,0,65,2,0,0,5,5,2,0.205405405,"Nelson Velazquez",23359,676369
"Gary Sánchez","MIN",128,419,471,86,46,24,0,16,42,61,40,0,136,7,5,0,12,2,0,0.205250596,"Gary Sanchez",11442,596142
"Joey Votto","CIN",91,322,376,66,36,18,1,11,31,41,44,0,97,10,0,0,8,0,0,0.204968944,"Joey Votto",4314,458015
"Jason Heyward","CHC",48,137,151,28,21,5,1,1,15,10,11,0,32,3,0,0,3,1,0,0.204379562,"Jason Heyward",4940,518792
"Josh Jung","TEX",26,98,102,20,10,4,1,5,9,14,4,0,39,0,0,0,2,2,0,0.204081632,"Josh Jung",26299,673962
"Akil Baddoo","DET",73,201,225,41,34,3,2,2,30,9,24,0,64,0,0,0,2,9,6,0.203980099,"Akil Baddoo",22168,668731
"Jonah Bride","OAK",58,162,187,33,28,4,0,1,17,6,19,0,32,4,1,1,4,1,0,0.203703703,"Jonah Bride",24703,681146
"Darin Ruf","- - -",119,334,388,68,45,12,0,11,52,45,45,0,105,6,3,0,11,2,0,0.203592814,"Darin Ruf",9929,573131
"Jackie Bradley Jr.","- - -",132,344,370,70,42,23,1,4,30,38,24,0,77,0,0,2,5,2,3,0.203488372,"Jackie Bradley Jr.",12984,598265
"Brian Serven","COL",62,187,205,38,27,4,1,6,19,16,13,0,44,2,1,2,7,0,0,0.203208556,"Brian Serven",19422,661531
"Spencer Torkelson","DET",110,360,404,73,48,16,1,8,38,28,37,0,99,5,2,0,12,0,1,0.202777777,"Spencer Torkelson",27465,679529
"Curt Casali","- - -",57,148,176,30,21,4,0,5,20,17,24,0,50,2,2,0,1,0,0,0.202702702,"Curt Casali",12510,592200
"Jack Suwinski","PIT",106,326,372,66,36,11,0,19,45,38,41,1,114,4,1,0,5,4,2,0.202453987,"Jack Suwinski",22244,669261
"Cavan Biggio","TOR",97,257,303,52,27,18,1,6,43,24,38,0,85,6,1,1,2,2,0,0.20233463,"Cavan Biggio",19252,624415
"Carlos Santana","- - -",131,431,506,87,50,18,0,19,52,60,71,2,88,2,2,0,9,0,0,0.201856148,"Carlos Santana",2396,467793
"Yasmani Grandal","CHW",99,327,376,66,54,7,0,5,15,27,45,1,79,2,2,0,8,1,0,0.201834862,"Yasmani Grandal",11368,518735
"Jonathan Schoop","DET",131,481,510,97,62,23,1,11,48,38,19,1,107,6,4,0,15,5,0,0.201663201,"Jonathan Schoop",11265,570731
"Dixon Machado","SFG",5,15,17,3,3,0,0,0,1,0,1,0,5,1,0,0,0,0,0,0.2,"Dixon Machado",11472,553988
"Marcus Wilson","SEA",3,5,6,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0.2,"Marcus Wilson",17910,657129
"Brendon Davis","DET",3,10,11,2,2,0,0,0,2,0,1,0,3,0,0,0,0,1,0,0.2,"Brendon Davis",18587,663478
"Eli White","TEX",47,105,117,21,16,2,0,3,16,10,11,0,41,0,1,0,0,12,1,0.2,"Eli White",19346,642201
"Eguy Rosario","SDP",7,5,6,1,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0.2,"Eguy Rosario",19964,666703
"Mark Kolozsvary","CIN",10,20,21,4,1,2,0,1,3,3,1,0,9,0,0,0,1,0,0,0.2,"Mark Kolozsvary",21304,656627
"Canaan Smith-Njigba","PIT",3,5,7,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0.2,"Canaan Smith-Njigba",23264,675986
"Vinny Capra","TOR",8,5,7,1,1,0,0,0,2,0,2,0,1,0,0,0,0,0,0,0.2,"Vinny Capra",25040,681962
"Zach McKinstry","- - -",57,166,185,33,19,6,3,5,21,14,16,0,52,1,0,2,0,7,0,0.19879518,"Zach McKinstry",19392,656716
"Victor Caratini","MIL",96,272,314,54,33,12,0,9,26,34,31,1,67,9,1,1,11,0,0,0.198529411,"Victor Caratini",14968,605170
"Skye Bolt","OAK",42,106,116,21,15,2,0,4,10,13,7,0,30,2,1,0,1,5,0,0.198113207,"Skye Bolt",17723,621450
"Tyler Nevin","BAL",58,157,184,31,25,4,0,2,17,16,20,0,46,4,3,0,4,0,0,0.197452229,"Tyler Nevin",17893,663527
"Triston Casas","BOS",27,76,95,15,9,1,0,5,11,12,19,0,23,0,0,0,4,1,0,0.197368421,"Triston Casas",22514,671213
"Josh H. Smith","TEX",73,213,253,42,35,5,0,2,23,16,28,0,50,7,3,2,1,4,3,0.197183098,"Josh H. Smith",26396,669701
"Aristides Aquino","CIN",80,259,276,51,28,13,0,10,24,30,17,0,101,0,0,0,1,2,3,0.196911196,"Aristides Aquino",15482,606157
"Luke Raley","TBR",22,61,72,12,9,2,0,1,7,4,7,0,24,3,1,0,1,0,0,0.196721311,"Luke Raley",19354,670042
"Michael Stefanic","LAA",25,61,69,12,10,2,0,0,5,0,5,0,12,2,0,1,1,0,0,0.196721311,"Michael Stefanic",25353,683021
"Max Muncy","LAD",136,464,565,91,47,22,1,21,69,69,90,1,141,5,6,0,2,2,0,0.196120689,"Max Muncy",13301,571970
"Taylor Trammell","SEA",43,102,117,20,7,9,0,4,15,10,13,0,33,0,1,1,2,2,1,0.196078431,"Taylor Trammell",19960,666211
"Kole Calhoun","TEX",125,388,424,76,49,14,1,12,36,49,27,0,136,6,3,0,6,3,2,0.195876288,"Kole Calhoun",11200,594777
"Andrew Velazquez","LAA",125,322,349,63,46,8,0,9,37,28,15,0,119,3,3,6,3,17,1,0.195652173,"Andrew Velazquez",14196,623205
"James McCann","NYM",61,174,191,34,25,6,0,3,19,18,11,0,46,4,2,0,5,3,0,0.195402298,"James McCann",12859,543510
"Geraldo Perdomo","ARI",148,431,500,84,67,10,2,5,58,40,50,0,103,5,2,12,3,9,2,0.194895591,"Geraldo Perdomo",22799,672695
"Dominic Smith","NYM",58,134,152,26,15,10,1,0,11,17,12,0,37,4,2,0,0,0,0,0.19402985,"Dominic Smith",15653,642086
"Jonathan Aranda","TBR",32,78,87,15,9,4,0,2,10,6,8,1,23,1,0,0,1,0,0,0.192307692,"Jonathan Aranda",21837,666018
"Gabriel Arias","CLE",16,47,57,9,6,1,1,1,9,5,8,0,16,1,0,1,1,1,0,0.191489361,"Gabriel Arias",22563,672356
"Patrick Mazeika","NYM",24,68,72,13,8,4,0,1,4,6,2,0,9,0,0,2,0,0,0,0.19117647,"Patrick Mazeika",18142,664850
"Stephen Piscotty","OAK",42,126,139,24,15,4,0,5,12,14,9,1,48,2,2,0,2,2,0,0.19047619,"Stephen Piscotty",13367,572039
"Erik González","MIA",16,37,41,7,6,1,0,0,4,3,4,0,12,0,0,0,1,1,0,0.189189189,"Erik Gonzalez",13369,570481
"Jose Herrera","ARI",47,111,124,21,19,2,0,0,9,5,9,0,34,0,0,4,1,0,0,0.189189189,"Jose Herrera",17040,645444
"Seth Beer","ARI",38,111,126,21,17,3,0,1,4,9,11,1,31,3,1,0,3,0,0,0.189189189,"Seth Beer",20493,666179
"Drew Ellis","- - -",7,16,17,3,2,1,0,0,2,1,1,0,7,0,0,0,0,0,0,0.1875,"Drew Ellis",19873,656403
"Connor Wong","BOS",27,48,56,9,5,3,0,1,8,7,5,0,16,1,1,1,0,0,0,0.1875,"Connor Wong",19896,657136
"Miles Mastrobuoni","TBR",8,16,17,3,3,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0.1875,"Miles Mastrobuoni",20017,670156
"Alec Burleson","STL",16,48,53,9,7,1,0,1,4,3,5,0,9,0,0,0,1,1,0,0.1875,"Alec Burleson",27615,676475
"Josh VanMeter","PIT",67,171,192,32,22,5,2,3,15,14,19,0,45,0,2,0,3,4,0,0.187134502,"Josh VanMeter",15170,642165
"Greg Allen","PIT",46,118,134,22,16,4,0,2,17,8,10,0,42,2,1,3,2,8,2,0.186440677,"Greg Allen",16623,656185
"Martín Maldonado","HOU",113,344,379,64,37,12,0,15,40,45,22,0,116,7,2,4,6,0,0,0.186046511,"Martin Maldonado",6887,455117
"Tim Locastro","NYY",38,43,46,8,5,1,0,2,13,4,2,0,7,1,0,0,0,8,2,0.186046511,"Tim Locastro",15124,641796
"Jack Mayfield","LAA",23,70,74,13,10,1,1,1,8,6,3,0,17,1,0,0,1,1,0,0.185714285,"Jack Mayfield",15402,608686
"Abraham Toro","SEA",109,324,352,60,36,13,1,10,36,35,22,1,65,2,4,0,4,2,0,0.185185185,"Abraham Toro",19844,647351
"Marwin Gonzalez","NYY",86,184,207,34,21,7,0,6,20,18,14,0,54,4,2,3,8,3,0,0.184782608,"Marwin Gonzalez",5497,503556
"Brett Baty","NYM",11,38,42,7,5,0,0,2,4,5,2,0,8,1,0,0,0,0,0,0.184210526,"Brett Baty",26123,683146
"Ernie Clement","- - -",70,163,179,30,26,4,0,0,19,6,11,0,26,2,1,2,3,0,1,0.184049079,"Ernie Clement",20352,676391
"Trent Grisham","SDP",152,451,524,83,48,16,2,17,58,53,57,1,150,7,2,7,3,7,1,0.184035476,"Trent Grisham",18564,663757
"Sam Hilliard","COL",70,174,200,32,23,6,1,2,26,14,23,0,57,1,2,0,2,5,1,0.183908045,"Sam Hilliard",17954,656541
"Nick Pratto","KCR",49,158,182,29,12,9,1,7,18,20,19,0,66,1,3,1,6,0,0,0.183544303,"Nick Pratto",22117,668472
"Juan Lagares","LAA",20,60,62,11,8,2,1,0,4,0,2,0,15,0,0,0,0,0,0,0.183333333,"Juan Lagares",5384,501571
"Elier Hernandez","TEX",14,33,35,6,4,2,0,0,4,3,1,0,15,0,1,0,1,0,0,0.181818181,"Elier Hernandez",13750,609274
"Monte Harrison","LAA",9,11,14,2,1,0,0,1,5,3,2,0,8,1,0,0,1,1,0,0.181818181,"Monte Harrison",17216,656509
"Will Benson","CLE",28,55,61,10,9,1,0,0,8,3,3,0,19,2,0,1,1,0,0,0.181818181,"Will Benson",21853,666181
"Jerar Encarnación","MIA",23,77,81,14,8,3,0,3,7,14,3,0,32,0,1,0,3,2,0,0.181818181,"Jerar Encarnacion",21871,666464
"Max Stassi","LAA",102,333,375,60,38,12,1,9,32,30,38,0,112,2,1,1,12,0,0,0.18018018,"Max Stassi",10059,545358
"Tres Barrera","WSN",19,50,53,9,8,1,0,0,2,4,2,0,16,0,0,1,1,0,0,0.18,"Tres Barrera",19977,668663
"Kurt Suzuki","LAA",51,139,159,25,17,4,0,4,10,15,15,0,29,2,2,1,3,0,0,0.179856115,"Kurt Suzuki",8259,435559
"Kevin Smith","OAK",47,139,151,25,13,9,1,2,9,13,7,0,42,0,2,3,5,4,0,0.179856115,"Kevin Smith",20242,675656
"Jed Lowrie","OAK",50,167,184,30,22,5,0,3,14,16,15,0,39,0,2,0,5,1,0,0.179640718,"Jed Lowrie",4418,476704
"Robinson Chirinos","BAL",67,195,220,35,22,9,0,4,10,22,19,0,67,4,1,1,4,1,0,0.179487179,"Robinson Chirinos",3142,455139
"Lorenzo Cain","MIL",43,145,156,26,20,5,0,1,17,9,8,0,36,2,1,0,4,2,2,0.179310344,"Lorenzo Cain",9077,456715
"Ryan Kreidler","DET",26,73,84,13,11,1,0,1,8,6,6,0,22,1,2,2,0,0,1,0.178082191,"Ryan Kreidler",25867,668952
"Bligh Madris","PIT",39,113,123,20,12,7,0,1,10,7,10,0,31,0,0,0,0,2,1,0.17699115,"Bligh Madris",20054,676632
"Cooper Hummel","ARI",66,176,201,31,17,8,3,3,20,17,23,0,64,1,1,0,4,4,1,0.176136363,"Cooper Hummel",19458,669450
"Riley Adams","WSN",48,142,155,25,16,4,0,5,14,10,12,0,46,1,0,0,2,0,1,0.176056338,"Riley Adams",19864,656180
"Jordan Luplow","ARI",83,205,234,36,20,5,0,11,26,28,25,1,60,3,1,0,5,5,1,0.175609756,"Jordan Luplow",16424,656669
"Ehire Adrianza","- - -",37,97,110,17,14,3,0,0,8,7,11,0,25,1,1,0,2,1,0,0.175257731,"Ehire Adrianza",8418,501303
"Cole Tucker","PIT",18,63,63,11,9,1,1,0,3,2,0,0,25,0,0,0,1,1,0,0.174603174,"Cole Tucker",17326,657061
"Andrelton Simmons","CHC",35,75,85,13,12,1,0,0,8,7,7,0,13,0,0,3,5,4,0,0.173333333,"Andrelton Simmons",10847,592743
"Taylor Walls","TBR",142,407,466,70,42,18,2,8,53,33,52,0,120,2,2,2,6,10,3,0.171990171,"Taylor Walls",22458,670764
"Esteury Ruiz","- - -",17,35,36,6,4,1,1,0,3,2,1,0,7,0,0,0,0,1,2,0.171428571,"Esteury Ruiz",21780,665923
"Yoshi Tsutsugo","PIT",50,170,193,29,23,4,0,2,11,19,19,0,50,0,4,0,3,0,0,0.170588235,"Yoshi Tsutsugo",27459,660294
"Miguel Vargas","LAD",18,47,50,8,6,1,0,1,4,8,2,0,13,0,1,0,0,1,0,0.170212765,"Miguel Vargas",20178,678246
"Mickey Moniak","- - -",37,106,112,18,11,3,1,3,13,8,4,0,44,1,0,1,0,1,0,0.16981132,"Mickey Moniak",19956,666160
"Sandy León","- - -",34,71,86,12,9,3,0,0,6,4,13,0,27,0,0,2,2,0,0,0.169014084,"Sandy Leon",5273,506702
"Lewin Díaz","MIA",58,160,174,27,18,4,0,5,12,11,11,0,54,1,2,0,3,1,0,0.16875,"Lewin Diaz",18365,650331
"Taylor Motter","CIN",2,6,6,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0.166666666,"Taylor Motter",12399,600301
"Lewis Brinson","SFG",16,36,39,6,1,2,0,3,5,4,2,0,14,0,0,1,0,1,0,0.166666666,"Lewis Brinson",14352,621446
"Grayson Greiner","ARI",2,6,8,1,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0.166666666,"Grayson Greiner",17062,606988
"Richie Martin","BAL",13,30,33,5,3,0,2,0,4,3,3,0,10,0,0,0,0,3,1,0.166666666,"Richie Martin",17736,621006
"Chris Okey","CIN",7,12,13,2,2,0,0,0,3,0,0,0,5,1,0,0,0,0,0,0.166666666,"Chris Okey",19245,608360
"Mark Vientos","NYM",16,36,41,6,4,1,0,1,3,3,5,0,12,0,0,0,1,0,0,0.166666666,"Mark Vientos",22184,668901
"Cal Stevenson","OAK",23,60,71,10,7,3,0,0,5,1,8,0,23,0,1,2,1,1,1,0.166666666,"Cal Stevenson",22411,670276
