"Name","Team","W","L","ERA","GS","G","SV","IP","H","ER","HR","SO","BB","WHIP","K/9","BB/9","FIP","WAR","RA9-WAR","playerid"
"Daniel Jagiello","","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.72","8.28","6.66","5.50","0.0","0.0","sa913036"
"Thomas Melgarejo","","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.67","6.80","5.55","5.53","0.0","0.0","sa328570"
"Mailon Arroyo","ARI","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.73","7.37","6.17","5.52","0.0","0.0","sa872457"
"Adrian Almeida","LAA","0","0","4.99","0","1","0","1.0","1","1","0","1","1","1.72","8.49","7.06","5.50","0.0","0.0","sa658087"
"Evan Brabrand","MIA","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.71","6.90","6.16","5.54","0.0","0.0","sa3010576"
"Grant Anderson","TEX","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.70","6.85","5.66","5.44","0.0","0.0","sa3006706"
"Parker Joe Robinson","","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.61","6.95","5.04","5.51","0.0","0.0","sa3008221"
"Zachary Kristofak","LAA","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.63","7.20","5.37","5.51","0.0","0.0","sa918918"
"Kyle Serrano","HOU","0","0","5.20","0","1","0","1.0","1","1","0","1","1","1.72","8.79","7.07","5.52","0.0","0.0","sa738435"
"Drew Fischer","","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.72","7.23","6.10","5.51","0.0","0.0","sa3004487"
"Jesus Camargo","CHC","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.63","7.11","5.21","5.56","0.0","0.0","sa841386"
"Kasey Kalich","ATL","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.73","7.38","6.14","5.57","0.0","0.0","sa1169633"
"Jarod Bayless","SEA","0","0","5.27","0","1","0","1.0","1","1","0","1","1","1.61","7.50","5.45","5.55","0.0","0.0","sa3010236"
"Franklin De La Paz","LAD","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.73","6.71","6.11","5.51","0.0","0.0","sa3002811"
"Tyler Burch","PHI","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.68","7.60","5.91","5.53","0.0","0.0","sa1172727"
"Carlos Garcia","TBR","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.66","7.44","5.93","5.56","0.0","0.0","sa3006590"
"Carlos Suniaga","MIN","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.68","6.74","5.46","5.53","0.0","0.0","sa873291"
"Austin Sodders","","0","0","5.38","0","1","0","1.0","1","1","0","1","1","1.64","6.65","5.04","5.54","0.0","0.0","sa875749"
"Austin Reich","SFG","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.77","7.61","6.83","5.51","0.0","0.0","sa3011326"
"Juan Paniagua","","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.67","7.03","5.50","5.54","0.0","0.0","sa506892"
"Jared Biddy","COL","0","0","6.00","0","1","0","1.0","1","1","0","1","1","1.74","7.28","5.34","5.56","0.0","0.0","sa3011303"
"Daniel Metzdorf","CHW","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.66","6.37","5.37","5.54","0.0","0.0","sa3010117"
"Yohanse Morel","KCR","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.72","6.53","5.87","5.60","0.0","0.0","sa3005685"
"Todd Peterson","WSN","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.72","6.98","5.88","5.58","0.0","0.0","sa3011334"
"Aaron McGarity","NYY","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.62","7.21","5.03","5.52","0.0","0.0","sa873280"
"Yelmison Peralta","","0","0","5.41","0","1","0","1.0","1","1","0","1","1","1.70","7.77","6.16","5.55","0.0","0.0","sa657897"
"Dayeison Arias","SEA","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.59","8.28","5.69","5.57","0.0","0.0","sa3002812"
"Alec Hansen","CHW","0","0","5.17","0","1","0","1.0","1","1","0","1","1","1.72","9.46","7.37","5.55","0.0","0.0","sa738344"
"Felix Tati","","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.65","6.98","5.30","5.55","0.0","0.0","sa828538"
"Korey Anderson","","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.66","7.41","5.68","5.55","0.0","0.0","sa3005178"
"Yeremin Lara","MIA","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.73","6.88","6.39","5.56","0.0","0.0","sa917804"
"Kevin Escorcia","","0","0","5.21","0","1","0","1.0","1","1","0","1","1","1.72","7.60","6.52","5.55","0.0","0.0","sa737256"
"Nick Gallagher","CLE","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.65","7.67","5.66","5.49","0.0","0.0","sa3005408"
"Wesley Rodriguez","ARI","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.71","7.38","6.06","5.55","0.0","0.0","sa875566"
"Sam Hellinger","CIN","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.72","8.46","6.47","5.56","0.0","0.0","sa3009919"
"Robert Corniel","","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.72","7.76","6.40","5.56","0.0","0.0","sa739468"
"Michael Mertz","","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.72","6.98","6.34","5.56","0.0","0.0","sa918296"
"Tyler Garbee","CIN","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.70","8.03","6.09","5.57","0.0","0.0","sa1170086"
"Yasin Chentouf","DET","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.68","5.67","5.16","5.60","0.0","0.0","sa3006950"
"Freddy Pacheco","STL","0","0","5.22","0","1","0","1.0","1","1","0","1","1","1.77","8.96","7.74","5.59","0.0","0.0","sa3006164"
"Wandisson Charles","OAK","0","0","4.52","0","2","0","2.0","2","1","0","2","1","1.53","9.83","6.05","4.81","0.0","0.0","sa874818"
"Orleny Quiroz","","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.70","6.43","5.66","5.56","0.0","0.0","sa883009"
"Edwin Fierro","","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.67","6.64","5.36","5.57","0.0","0.0","sa652170"
"Jorge Labrador","SFG","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.78","6.93","6.62","5.54","0.0","0.0","sa916839"
"William Carter","CHW","0","0","5.25","0","1","0","1.0","1","1","0","1","1","1.68","6.59","5.65","5.57","0.0","0.0","sa829689"
"Edgar Lopez","","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.70","6.54","5.57","5.57","0.0","0.0","sa897261"
"Wilfredo Ramirez","","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.68","7.23","5.69","5.57","0.0","0.0","sa824990"
"Luis Moreno","SFG","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.76","5.95","5.99","5.55","0.0","0.0","sa3002928"
"Christopher Gau","TBR","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.64","7.37","5.75","5.60","0.0","0.0","sa3007728"
"Wilfredo Pereira","STL","0","0","5.38","0","1","0","1.0","1","1","0","1","1","1.65","7.09","5.61","5.60","0.0","0.0","sa917136"
"Riley Cabral","HOU","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.67","7.55","6.03","5.56","0.0","0.0","sa3006967"
"Zackary Plunkett","LAD","0","0","5.37","0","1","0","1.0","1","1","0","1","1","1.69","8.04","6.17","5.56","0.0","0.0","sa3011394"
"Lisandro Santos","ATL","0","0","5.29","0","1","0","1.0","1","1","0","1","1","1.81","7.46","7.22","5.61","0.0","0.0","sa945728"
"Braydon Fisher","LAD","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.68","6.85","5.53","5.56","0.0","0.0","sa3007929"
"Ulises Joaquin","","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.67","6.77","5.33","5.58","0.0","0.0","sa597845"
"Demetrio Gutierrez","","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.64","6.31","5.01","5.58","0.0","0.0","sa509262"
"Jeferson Garcia","SDP","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.74","7.43","6.61","5.58","0.0","0.0","sa3005346"
"Isaiah Campbell","SEA","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.66","7.25","5.83","5.60","0.0","0.0","sa3014432"
"Brendan Cellucci","BOS","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.75","7.36","6.32","5.56","0.0","0.0","sa3011710"
"Pedro Rodriguez","","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.63","6.48","4.90","5.59","0.0","0.0","sa528296"
"Matthew Bower","","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.72","7.28","6.21","5.59","0.0","0.0","sa875356"
"Jesus Castillo","","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.65","6.02","4.88","5.59","0.0","0.0","sa287103"
"Ruben Garcia","DET","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.70","7.16","5.95","5.63","0.0","0.0","sa918319"
"Riley Wilson","PHI","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.69","7.68","6.11","5.58","0.0","0.0","sa1172801"
"Jeffrey Belge","LAD","0","0","5.19","0","1","0","1.0","1","1","0","1","1","1.75","8.22","6.95","5.56","0.0","0.0","sa3011231"
"Michel Gelabert","ARI","0","0","5.34","0","1","0","1.0","1","1","0","1","1","1.76","7.47","6.72","5.59","0.0","0.0","sa3006153"
"Alexander Demchak","","0","0","5.33","0","1","0","1.0","1","1","0","1","1","1.69","7.32","6.03","5.59","0.0","0.0","sa3008565"
"Steven Jennings","PIT","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.68","6.58","5.37","5.57","0.0","0.0","sa3004812"
"Alexander Katz","CHC","0","0","5.30","0","1","0","1.0","1","1","0","1","1","1.80","6.84","6.81","5.62","0.0","0.0","sa827486"
"Francis Peguero","CIN","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.66","7.83","5.57","5.60","0.0","0.0","sa3005209"
"Mark Serrano","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.63","7.08","5.09","5.60","0.0","0.0","sa501508"
"Julio Felix","","0","0","5.48","0","1","0","1.0","1","1","0","1","1","1.70","6.67","5.69","5.60","0.0","0.0","sa658199"
"Isaac Schlabach","PIT","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.65","6.16","4.99","5.58","0.0","0.0","sa875796"
"Michael Mediavilla","","0","0","5.31","0","1","0","1.0","1","1","0","1","1","1.75","6.79","6.32","5.60","0.0","0.0","sa3006944"
"Jared Tobey","DET","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.68","7.23","5.90","5.64","0.0","0.0","sa3007263"
"Francisco Haro","","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.65","6.31","5.05","5.60","0.0","0.0","sa868960"
"Michael Costanzo","TBR","0","0","5.25","0","1","0","1.0","1","1","0","1","1","1.64","7.07","5.63","5.63","0.0","0.0","sa3007620"
"Jonah Dipoto","KCR","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.71","6.89","5.95","5.66","0.0","0.0","sa3010776"
"Eli Kraus","","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.67","6.96","5.61","5.61","0.0","0.0","sa3007221"
"Christopher Allen","CHC","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.70","6.89","5.78","5.64","0.0","0.0","sa3008337"
"Jacob Prizina","BAL","0","0","5.32","0","1","0","1.0","1","1","0","1","1","1.67","7.36","5.90","5.70","0.0","0.0","sa3011346"
"Jason Foley","DET","0","0","4.58","0","3","0","3.0","3","2","0","3","1","1.46","7.73","4.08","4.66","0.0","0.0","sa915677"
"Sean Barry","","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.79","7.10","6.79","5.64","0.0","0.0","sa3005214"
"Jon Duplantier","ARI","1","1","4.79","1","23","0","27.0","28","14","3","27","13","1.50","9.24","4.23","4.43","0.0","0.0","19546"
"Mario Morales","","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.67","6.61","5.37","5.61","0.0","0.0","sa977562"
"Cristian Sierra","MIL","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.65","7.48","5.36","5.58","0.0","0.0","sa3009859"
"Robert Brakeman","","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.70","7.27","5.98","5.62","0.0","0.0","sa857669"
"Stephen Kolek","SEA","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.63","6.15","4.94","5.64","0.0","0.0","sa3007990"
"Hayden Howard","","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.66","6.96","5.52","5.62","0.0","0.0","sa738994"
"Kai-Wei Lin","ARI","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.67","7.20","5.52","5.62","0.0","0.0","sa919537"
"Jacques Pucheu","CIN","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.69","8.12","6.09","5.63","0.0","0.0","sa3010631"
"Kris Jackson","","0","0","5.68","0","1","0","1.0","1","1","0","1","1","1.72","6.66","5.65","5.59","0.0","0.0","sa3007815"
"Brian Trieglaff","NYY","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.64","7.01","5.13","5.60","0.0","0.0","sa918286"
"Alejandro Arteaga","","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.66","6.36","5.02","5.62","0.0","0.0","sa602272"
"Miguel Jerez","","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.64","6.42","5.00","5.62","0.0","0.0","sa922562"
"Charles Ruegger","NYY","0","0","5.38","0","1","0","1.0","1","1","0","1","1","1.67","6.48","5.26","5.60","0.0","0.0","sa3008427"
"Brayan Perez","SEA","0","0","5.16","0","1","0","1.0","1","1","0","1","1","1.72","6.65","6.20","5.65","0.0","0.0","sa3006100"
"Fabian Blanco","STL","0","0","5.26","0","1","0","1.0","1","1","0","1","1","1.73","7.26","6.49","5.65","0.0","0.0","sa873152"
"Trevor Brigden","TBR","0","0","5.38","0","1","0","1.0","1","1","0","1","1","1.69","7.76","6.39","5.65","0.0","0.0","sa3011481"
"Edgar Navarro","CHW","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.72","6.56","6.03","5.63","0.0","0.0","sa3005703"
"Carlos Rodriguez","","0","0","5.37","0","1","0","1.0","1","1","0","1","1","1.74","7.91","6.72","5.63","0.0","0.0","sa3008584"
"Brady Schanuel","MIL","0","0","5.47","0","1","0","1.0","1","1","0","1","1","1.77","8.35","7.00","5.60","0.0","0.0","sa918871"
"Ivan Zavala","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.68","5.65","4.98","5.63","0.0","0.0","sa508208"
"Jose Espada","BOS","0","0","5.69","0","1","0","1.0","1","1","0","1","1","1.68","7.70","5.74","5.61","0.0","0.0","sa875064"
"Owen Griffith","MIN","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.72","7.21","6.10","5.62","0.0","0.0","sa1115899"
"Matthew Shannon","","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.74","6.46","6.09","5.64","0.0","0.0","sa3004087"
"Raul Brito","MIA","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.80","6.81","6.98","5.65","0.0","0.0","sa928287"
"Alexander Scherff","BOS","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.69","6.89","5.56","5.61","0.0","0.0","sa3005397"
"Jake Gilbert","CIN","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.70","7.71","5.89","5.65","0.0","0.0","sa1172846"
"David Ellingson","SEA","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.63","7.13","5.47","5.66","0.0","0.0","sa873708"
"Briam Campusano","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.65","6.86","5.28","5.64","0.0","0.0","sa917756"
"Manuel Silva","PHI","0","0","5.28","0","1","0","1.0","1","1","0","1","1","1.66","7.71","5.94","5.63","0.0","0.0","sa917865"
"Gage Burland","","0","0","5.49","0","1","0","1.0","1","1","0","1","1","1.75","7.22","6.38","5.64","0.0","0.0","sa3006943"
"Kyle Hill","SEA","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.65","7.65","5.90","5.66","0.0","0.0","sa3009922"
"Igor Januario","SEA","0","0","5.35","0","1","0","1.0","1","1","0","1","1","1.70","7.04","6.07","5.66","0.0","0.0","sa3006638"
"Derek Molina","MIN","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.67","7.90","5.89","5.63","0.0","0.0","sa3005202"
"William Oxford","","0","0","5.51","0","1","0","1.0","1","1","0","1","1","1.70","6.28","5.53","5.64","0.0","0.0","sa3004478"
"Cody Smith","","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.73","7.15","6.11","5.62","0.0","0.0","sa3007937"
"Geremy Galindez","","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.77","6.01","6.30","5.65","0.0","0.0","sa3003018"
"Gonzalo Ochoa","","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.70","6.54","5.50","5.65","0.0","0.0","sa871495"
"Oliver Garcia","PIT","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.75","7.03","6.20","5.63","0.0","0.0","sa917415"
"Declan Cronin","CHW","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.71","6.49","5.74","5.65","0.0","0.0","sa3010252"
"Jesus Soto","","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.61","5.83","4.60","5.65","0.0","0.0","sa509749"
"Brendan Nail","BOS","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.76","7.71","6.61","5.62","0.0","0.0","sa3005359"
"Jeisson Cabrera","LAD","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.74","8.09","6.67","5.63","0.0","0.0","sa3006501"
"Alexis Tapia","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.66","6.72","5.19","5.65","0.0","0.0","sa737330"
"Edison Suriel","MIA","0","0","5.18","0","1","0","1.0","1","1","0","1","1","1.85","7.23","7.74","5.66","0.0","0.0","sa917807"
"Trey Jeans","CHW","0","0","5.31","0","1","0","1.0","1","1","0","1","1","1.65","7.31","5.64","5.65","0.0","0.0","sa3010265"
"Winston Lavendier","","0","0","5.41","0","1","0","1.0","1","1","0","1","1","1.72","6.79","5.96","5.66","0.0","0.0","sa876120"
"Daniel Cruz","","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.70","7.48","5.98","5.66","0.0","0.0","sa3011151"
"Rafael Cordova","","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.67","6.65","5.33","5.66","0.0","0.0","sa508072"
"Oddanier Mosqueda","BOS","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.74","7.77","6.53","5.63","0.0","0.0","sa917882"
"Marcus Reyes","TOR","0","0","5.38","0","1","0","1.0","1","1","0","1","1","1.65","5.87","5.01","5.66","0.0","0.0","sa3004489"
"James Carter","","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.69","7.11","5.79","5.66","0.0","0.0","sa829574"
"Tyson Perez","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.65","6.42","4.89","5.66","0.0","0.0","sa598434"
"Malvin Pena","WSN","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.62","6.77","4.85","5.70","0.0","0.0","sa830644"
"Joseph Matulovich","MIL","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.69","7.97","5.95","5.63","0.0","0.0","sa3008274"
"Luke Gillingham","TOR","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.72","7.63","6.30","5.67","0.0","0.0","sa919017"
"Braulio Torres-Perez","","0","0","5.43","0","1","0","1.0","1","1","0","1","1","1.72","6.66","5.90","5.66","0.0","0.0","sa3005365"
"Daniel Cruz","LAD","0","0","5.39","0","1","0","1.0","1","1","0","1","1","1.75","7.31","6.55","5.64","0.0","0.0","sa3006101"
"Ivan Medina","","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.76","6.51","6.12","5.70","0.0","0.0","sa830138"
"Trey Riley","ATL","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.79","6.94","6.58","5.70","0.0","0.0","sa3007611"
"Jose Hernandez","LAD","0","0","5.31","0","1","0","1.0","1","1","0","1","1","1.77","7.38","6.68","5.64","0.0","0.0","sa928463"
"Jose Pina","","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.62","5.95","4.65","5.67","0.0","0.0","sa294474"
"Wesley Helsabeck","","0","0","5.39","0","1","0","1.0","1","1","0","1","1","1.72","7.75","6.45","5.67","0.0","0.0","sa877362"
"Jorge Pantoja","","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.68","6.46","5.25","5.67","0.0","0.0","sa876046"
"Jose Lopez Cruz","","0","0","5.58","0","1","0","1.0","1","1","0","1","1","1.67","6.43","5.24","5.67","0.0","0.0","sa509287"
"Michael York","TBR","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.62","7.16","5.49","5.70","0.0","0.0","sa918008"
"Robert Garcia","","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.72","7.13","5.99","5.68","0.0","0.0","sa3005364"
"Gabriel Noguera","ATL","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.74","7.59","6.47","5.71","0.0","0.0","sa3002914"
"Brian Hunter","CIN","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.71","8.01","6.03","5.69","0.0","0.0","sa829173"
"Cristopher Molina","LAA","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.58","7.03","4.89","5.66","0.0","0.0","sa828598"
"Enrique Oquendo","","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.69","7.35","5.85","5.68","0.0","0.0","sa919820"
"Cristofer Ogando","TBR","0","0","5.39","0","1","0","1.0","1","1","0","1","1","1.69","7.39","6.22","5.70","0.0","0.0","sa737479"
"Adonis De La Cruz","","0","0","5.54","0","1","0","1.0","1","1","0","1","1","1.73","7.12","6.18","5.68","0.0","0.0","sa737023"
"Cole Percival","LAD","0","0","5.48","0","1","0","1.0","1","1","0","1","1","1.75","7.17","6.32","5.66","0.0","0.0","sa3014919"
"Cameron Junker","PIT","0","0","5.55","0","1","0","1.0","1","1","0","1","1","1.80","7.91","7.13","5.66","0.0","0.0","sa3010365"
"Israel Cruz","","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.72","7.41","6.19","5.68","0.0","0.0","sa830240"
"Ben Morrison","","0","0","5.42","0","1","0","1.0","1","1","0","1","1","1.64","7.23","5.41","5.66","0.0","0.0","sa3006705"
"Angel Guillen","","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.63","7.01","5.21","5.68","0.0","0.0","sa828481"
"Garrett Farmer","BAL","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.66","6.84","5.46","5.78","0.0","0.0","sa3010811"
"Cooper Bradford","CHW","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.67","7.05","5.56","5.68","0.0","0.0","sa3010310"
"Davis Schwab","ATL","0","0","5.50","0","1","0","1.0","1","1","0","1","1","1.82","7.04","6.96","5.72","0.0","0.0","sa3010651"
"Christopher Viall","","0","0","5.31","0","1","0","1.0","1","1","0","1","1","1.75","8.36","7.25","5.69","0.0","0.0","sa738995"
"Wilkelma Castillo","SFG","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.80","7.17","6.90","5.66","0.0","0.0","sa3008487"
"Nicolas Laio","TEX","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.70","7.30","5.83","5.60","0.0","0.0","sa3009861"
"Conner O'Neil","NYM","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.69","7.21","6.03","5.70","0.0","0.0","sa915599"
"Adam Bleday","","0","0","5.36","0","1","0","1.0","1","1","0","1","1","1.79","8.09","7.26","5.69","0.0","0.0","sa3004085"
"Clate Schmidt","","0","0","5.58","0","1","0","1.0","1","1","0","1","1","1.71","5.97","5.46","5.69","0.0","0.0","sa659047"
"Aaron Quillen","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.67","6.87","5.40","5.69","0.0","0.0","sa918489"
"Juan Mercedes","SEA","0","0","5.44","0","1","0","1.0","1","1","0","1","1","1.62","6.72","5.14","5.72","0.0","0.0","sa3002818"
"Rafael Diaz","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.65","6.56","5.01","5.70","0.0","0.0","sa509282"
"Joseph Gonzalez","HOU","0","0","5.45","0","1","0","1.0","1","1","0","1","1","1.68","6.91","5.72","5.68","0.0","0.0","sa3007858"
"Carlos Acevedo","","0","0","5.59","0","1","0","1.0","1","1","0","1","1","1.64","6.65","5.07","5.70","0.0","0.0","sa828812"
"Salvador Valdez","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.66","5.84","4.86","5.70","0.0","0.0","sa262058"
"Edwin Quirarte","","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.70","5.86","5.26","5.71","0.0","0.0","sa454556"
"Jameson McGrane","","0","0","5.56","0","1","0","1.0","1","1","0","1","1","1.77","7.73","6.78","5.71","0.0","0.0","sa3006843"
"Lane Ramsey","CHW","0","0","5.52","0","1","0","1.0","1","1","0","1","1","1.66","6.04","4.98","5.71","0.0","0.0","sa3006774"
"Garrett Davila","KCR","0","0","5.57","0","1","0","1.0","1","1","0","1","1","1.75","6.09","6.00","5.76","0.0","0.0","sa875052"
"Harrison Francis","ARI","0","0","5.61","0","1","0","1.0","1","1","0","1","1","1.83","7.25","7.11","5.70","0.0","0.0","sa3005295"
"Adrian Navas","","0","0","5.63","0","1","0","1.0","1","1","0","1","1","1.70","7.17","5.77","5.71","0.0","0.0","sa735851"
"Justin Yeager","ATL","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.80","7.57","6.90","5.74","0.0","0.0","sa3010825"
"Casey Bloomquist","","0","0","5.65","0","1","0","1.0","1","1","0","1","1","1.68","6.32","5.25","5.71","0.0","0.0","sa875732"
"Yusniel Padron-Artilles","BOS","0","0","5.81","0","1","0","1.0","1","1","0","1","0","1.59","6.45","4.26","5.68","0.0","0.0","sa3008040"
"Zack Mozingo","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.70","6.94","5.65","5.71","0.0","0.0","sa3004479"
"Tyler Dyson","WSN","0","0","5.70","0","1","0","1.0","1","1","0","1","1","1.70","6.62","5.51","5.74","0.0","0.0","sa3011432"
"Juan Espinoza","","0","0","5.64","0","1","0","1.0","1","1","0","1","1","1.67","6.51","5.19","5.71","0.0","0.0","sa508498"
"Zackarie Phillips","KCR","0","0","5.60","0","1","0","1.0","1","1","0","1","1","1.78","6.02","6.16","5.77","0.0","0.0","sa1170425"
"Antonio Garzon","","0","0","5.53","0","1","0","1.0","1","1","0","1","1","1.68","6.60","5.39","5.71","0.0","0.0","sa509479"
"Carlos Vazquez","","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.73","7.06","6.14","5.71","0.0","0.0","sa506933"
"Travis Seabrooke","","0","0","5.46","0","1","0","1.0","1","1","0","1","1","1.74","6.56","6.06","5.71","0.0","0.0","sa738330"
"Alexander Webb","","0","0","5.62","0","1","0","1.0","1","1","0","1","1","1.72","7.12","6.00","5.71","0.0","0.0","sa876242"
"Tim Herrin","CLE","0","0","5.40","0","1","0","1.0","1","1","0","1","1","1.72","6.70","5.94","5.65","0.0","0.0","sa3007262"
"Christian Cosby","KCR","0","0","5.66","0","1","0","1.0","1","1","0","1","1","1.77","6.05","6.18","5.77","0.0","0.0","sa3007245"
"Luke Farrell","MIN","1","1","3.56","0","26","0","28.0","25","11","4","29","12","1.35","9.41","3.95","4.36","0.0","0.3","15101"
